Review,Rating,Platform
"A gorgeous game from all your beloved valv, inherently the game is innovative in its genre and in terms of presenting new ideas of gameplay.The game is in one breath, the puzzles are not difficult, but interesting, you do not have time to get tired of them, but everyone can feel excitement and involvement in the process.The plot in this game is secondary.However, Valv tried and made a real world, which is felt alive, and the story itself immerses precisely in the atmosphere that the developers wanted to convey, a sense of hopelessness and helplessness at the beginning and serious confidence that you will cope with all the difficulties at the end.The definitely legendary game of its generation, which will live more than one generation.",8,PC
"Fun to play, good atmosphere. Love puzzles. 9/10 gameplay 8/10 graphics 9/10 story 10/10 environments",9,PC
"This game is very fun,there are moments where you are stuck and dont know what to do but you have to get smart,very fun game",9,PC
"I did not expect the same wyb from the first portal of 2007 as in the second portal :) There were pleasant sensations after the ending, the game is super-based, although not as difficult as subsequent parts",9,PC
"The Pepe Ete Sech Ete Sech, the Pepe, Ete Sech Ete Sech Brollevo Much Crartese q Shit that need 75 so that it is worth it, q shit system",10,PC
"It is engaging, intelligent, balanced and hilarious. A perfect game. Unforgettable.",10,PC
"A puzzle game with one of the best premises to solve them that knows how to be entertaining and capture the player's attention.Only problem, it does not have a prolonged duration",9,PC
"A classic that will never be forgotten, I played for the first time this year but it will not be the last ... Valve Palks doing games",10,PC
"The portal is not afraid to say a great game in the history of Valve.I dreamed about this game for a long time, although I already knew the plot and saw the passage of nothing from it was prevented by the game of extremely interesting, I won’t forget to say about local physics, it is realized perfectly for my age, we will not forget what year this game, as well as a fan of old games, expected a more bad graphics, although it would be better for Bioshok or S.T.T.T.T.T.L.K.E.The developers tried on the physics of portals.Personally, I went through the game in five hours, I had to suffer about some puzzles, although in principle they weren’t too complicated, just like an inattentive person often missed the eyes of some small details, hints, etc.But still I liked the game.I recommend it all the more now at a discount (at the time of writing) a mechanic in the game is a little, a feature too, but there is something to have fun, they will not get bored and complicated rooms.But unfortunately, you can have little fun with him, Cuba Portals, Tounds, Platforms, Modern Players buttons will like little, but passing the game is worth the plot and most importantly atmosphere.You will not leave the feeling of loneliness and claustrophobia, as if you are locked here.You, like the main character, will be happy to get out and see people real and living, for this people pass Portal, for the atmosphere.And on this review comes to an end and yes, if you want to continue, remember that there is a second part of the game, but unfortunately it also costs not little money without a discount.",10,PC
"Portal here, Portal there, then solve the puzzle. But it's much more than that.",10,PC
"It was perfect.PERFECT.Down to the last, minute details.Only thing i dislike about this game is that it merely has one hour of gameplay.Sure the level design, lore and everything, it is crystal clear that it was not easy for the developers to make this game and i appreciate the underlying effort.",10,PC
The devs did a great job on this one,9,PC
I think i even liked the first game more than the second one. Sure the second one was longer but everything seemed to be destroyed.,9,PC
"Perfect, aside from being a little too short. Sometimes having a short game is kind of nice though, with how many 50 hour slogs there are now.",10,PC
puzzle and story is great. Makes me think twice. but graphic is so-so. Because it came out in 2007.,10,PC
Best Puzzle Game Ever,10,PC
"Portal, released in 2007, is a triumph of game design, creativity, and wit. This puzzle-platformer, set in the mysterious Aperture Science Laboratories, delivers an experience that is not only groundbreaking but also unforgettable. Portal's innovation in gameplay and storytelling sets it apart as a true masterpiece of the medium. At its core, Portal is a deceptively simple concept: players are armed with the Aperture Science Handheld Portal Device, a gun that can create linked portals on specific surfaces. This ingenious mechanic forms the foundation of the game's puzzles, turning each room into a mind-bending spatial challenge. The gradual introduction of new elements and mechanics keeps the gameplay fresh and exciting throughout. What makes Portal truly remarkable is its storytelling. The game's antagonist, GLaDOS, is an AI with a sinister sense of humor that slowly reveals itself as players progress. The witty and darkly comedic script, combined with GLaDOS's increasingly erratic behavior, creates a sense of unease and intrigue that drives the narrative. The player character, Chell, is a silent protagonist, but her journey is told through environmental storytelling and the interactions with the AI. This minimalist approach to storytelling allows players to piece together the narrative and engage on a deeper level. Portal's level design is nothing short of brilliant. Each chamber is a meticulously crafted puzzle that challenges players to think critically and creatively. The satisfaction that comes from solving these puzzles is immensely rewarding. The pacing is spot-on, introducing new challenges at just the right moments. The game's presentation is clean and sterile, fitting the aesthetic of Aperture Science Laboratories. The sterile environment contrasts with the chaos and intrigue that unfolds as players delve deeper into the facility. The ambient sound design and eerie music contribute to the game's unique atmosphere. Portal's brevity may be its only drawback, as it can be completed in a relatively short time. However, its compact experience is a testament to its quality, and it encourages replayability and speedrunning. In conclusion, Portal is a groundbreaking masterpiece that showcases the power of innovative gameplay and storytelling in video games. Its clever puzzles, darkly comedic narrative, and minimalist presentation make it a must-play for gamers and a shining example of what the medium can achieve.",10,PC
